,book_title,text,numerical
6529,the thief of always,clivebarker fantasy horror the thief of always,1.753
6530,diary of a wimpy kid,jeffkinney humor fiction diary of a wimpy kid,1.6295
6531,arthur's halloween,marcbrown holiday childrens arthur's halloween,1.7005
6532,the doll people,annm.martin fantasy childrens the doll people,1.4935
6533,halloween!,silverravenwolf religion religion halloween!,1.384
6534,dinosaurs before dark,marypopeosborne fantasy childrens dinosaurs before dark,1.4869999999999999
6535,junie b. jones and the  stupid smelly bus,barbarapark childrens fiction junie b. jones and the  stupid smelly bus,1.5285
6536,the berenstain bears trick or treat,stanberenstain childrens childrens the berenstain bears trick or treat,1.7970000000000002
6537,salt and saffron,kamilashamsie fiction cultural salt and saffron,1.199
6538,blessed are the cheesemakers,sarah-katelynch fiction womensfiction blessed are the cheesemakers,1.2995
6539,liquor,poppyz.brite fiction lgbt liquor,1.4725
6540,batman: the long halloween,jephloeb sequentialart sequentialart batman: the long halloween,1.8310000000000002
6541,all over creation,ruthozeki fiction foodanddrink all over creation,1.415
6542,eat cake,jeanneray fiction womensfiction eat cake,1.1585
6543,dark harvest,normanpartridge horror holiday dark harvest,1.2530000000000001
6544,thirteen days to midnight,patrickcarman youngadult fantasy thirteen days to midnight,1.3184999999999998
6545,"the lion, the witch and the wardrobe (chronicles of narnia, #1)","hiawynoram fantasy classics the lion, the witch and the wardrobe (chronicles of narnia, #1)",1.7639999999999998
6546,control,charlottestein adultfiction erotica control,1.157
6547,death by darjeeling,laurachilds mystery mystery death by darjeeling,1.2970000000000002
6548,the bookshop on the corner,rebeccaraisin romance womensfiction the bookshop on the corner,1.181
6549,goldilocks and the three bears,jamesmarshall childrens childrens goldilocks and the three bears,1.7440000000000002
6550,the debt to pleasure,johnlanchester fiction foodanddrink the debt to pleasure,1.2655
6551,fatal shadows / a dangerous thing,joshlanyon romance mystery fatal shadows / a dangerous thing,1.8485
6552,serving crazy with curry,amulyamalladi fiction cultural serving crazy with curry,1.119
6553,the food of love,anthonycapella fiction romance the food of love,1.073
6554,the brontë plot,katherinereay fiction christianfiction the brontë plot,1.1665
6555,me and mr. darcy,alexandrapotter womensfiction romance me and mr. darcy,0.826
6556,agnes and the hitman,jennifercrusie romance womensfiction agnes and the hitman,1.424
6557,"when in doubt, add butter","bethharbison womensfiction fiction when in doubt, add butter",1.1204999999999998
6558,the red notebook,antoinelaurain fiction romance the red notebook,1.43
6559,crescent,dianaabu-jaber fiction foodanddrink crescent,1.2510000000000001
6560,a window opens,elisabethegan fiction womensfiction a window opens,1.001
6561,the school of essential ingredients,ericabauermeister fiction foodanddrink the school of essential ingredients,1.2790000000000001
6562,faefever,karenmariemoning fantasy fantasy faefever,1.9344999999999999
6563,the bookwoman's last fling,johndunning mystery fiction the bookwoman's last fling,1.3055
6564,pomegranate soup,marshamehran fiction foodanddrink pomegranate soup,1.029
6565,love letters,katiefforde womensfiction romance love letters,1.225
6566,the case of the confirmed bachelor,dianapalmer romance categoryromance the case of the confirmed bachelor,1.4615
6567,escape from mr. lemoncello's library,chrisgrabenstein mystery childrens escape from mr. lemoncello's library,1.7065
6568,the case of the missing books,iansansom mystery fiction the case of the missing books,0.46950000000000003
6569,violation,sawyerbennett romance romance violation,1.726
6570,double-booked for death,alibrandon mystery mystery double-booked for death,1.3599999999999999
6571,the last chinese chef,nicolemones fiction foodanddrink the last chinese chef,1.3155000000000001
6572,the rise & fall of great powers,tomrachman fiction mystery the rise & fall of great powers,1.0975
6573,goodnight june,sarahjio fiction womensfiction goodnight june,1.3615000000000002
6574,the book of secrets,elizabethjoyarnold fiction mystery the book of secrets,1.1925
6575,heir untamed,daniellebourdon romance romance heir untamed,1.5990000000000002
6576,first impressions,charlielovett fiction historical first impressions,1.186
6577,attachments,rainbowrowell romance contemporary attachments,1.5405
6578,something about lorelei,sandilynn romance romance something about lorelei,1.7054999999999998
6579,words in deep blue,cathcrowley youngadult contemporary words in deep blue,1.619
6580,the love letter,cathleenschine fiction romance the love letter,0.645
6581,irresistibly yours,laurenlayne romance romance irresistibly yours,1.565
6582,dead things,stephenblackmoore fantasy fantasy dead things,1.364
6583,doukakis's apprentice,sarahmorgan romance categoryromance doukakis's apprentice,1.4665
6584,monster hunter legion,larrycorreia fantasy fantasy monster hunter legion,1.9005
6585,how to find love in a bookshop,veronicahenry fiction romance how to find love in a bookshop,1.4819999999999998
6586,nothing personal,jaciburton romance romance nothing personal,1.3355
6587,the rule book,jenniferblackwood romance contemporary the rule book,1.181
6588,you,carolinekepnes thriller fiction you,1.3885
6589,two weeks notice,whitneyg. romance romance two weeks notice,1.658
6590,red country,joeabercrombie fantasy fiction red country,1.87
6591,the academy,zacharyrawlins fantasy fantasy the academy,1.0665
6592,dash & lily's book of dares,rachelcohn youngadult romance dash & lily's book of dares,1.2705000000000002
6593,the diary of a bookseller,shaunbythell nonfiction writing the diary of a bookseller,1.4165
6594,sixpence house: lost in a town of books,paulcollins writing nonfiction sixpence house: lost in a town of books,1.152
6595,exiled,m.r.merrick fantasy fantasy exiled,1.275
6596,nice dragons finish last,rachelaaron fantasy fantasy nice dragons finish last,1.7285
6597,the executive's decision,bernadettemarie romance romance the executive's decision,1.482
6598,the fantastic flying books of mr. morris lessmore,williamjoyce childrens fantasy the fantastic flying books of mr. morris lessmore,2.059
6599,broken hart,ellafox romance adultfiction broken hart,1.5735000000000001
6600,the allure of julian lefray,r.s.grey romance newadult the allure of julian lefray,1.608
6601,princeps' fury,jimbutcher fantasy fiction princeps' fury,1.965
6602,the readers of broken wheel recommend,katarinabivald fiction writing the readers of broken wheel recommend,1.0265
6603,libriomancer,jimc.hines fantasy fantasy libriomancer,1.3885
6604,"the man who loved books too much: the true story of a thief, a detective, and a world of literary obsession","allisonhooverbartlett nonfiction writing the man who loved books too much: the true story of a thief, a detective, and a world of literary obsession",0.8180000000000001
6605,the bookshop on the corner,jennycolgan fiction romance the bookshop on the corner,1.3704999999999998
6606,henry,andrialarge romance romance henry,1.536
6607,disastrous,e.l.montes romance newadult disastrous,1.5675
6608,the devil you know,mikecarey fantasy fantasy the devil you know,1.4565000000000001
6609,the little paris bookshop,ninageorge fiction writing the little paris bookshop,0.9704999999999999
6610,will & patrick wake up married,letablake romance contemporary will & patrick wake up married,1.4405000000000001
6611,strength of the wolf,kendallmckenna romance war strength of the wolf,1.553
6612,egomaniac,vikeeland romance contemporary egomaniac,1.8199999999999998
6613,bitten by mistake,annabellejacobs romance paranormal bitten by mistake,1.2665
6614,slave boy,evangelineanderson romance erotica slave boy,1.1405
6615,monsters and mayhem,gabrielleevans romance fantasy monsters and mayhem,1.291
6616,bill the vampire,rickgualtieri fantasy fantasy bill the vampire,1.4855
6617,restoring jordan,elizabethfinn romance romance restoring jordan,1.314
6618,shadow's edge,brentweeks fantasy fiction shadow's edge,1.9125
6619,the boss’s fake fiancee,inarascott romance contemporary the boss’s fake fiancee,1.29
6620,spoils of war,karigregg romance fantasy spoils of war,1.0535
6621,blood red,cordeliakingsbridge fantasy romance blood red,1.6195
6622,burn,t.j.klune romance fantasy burn,1.7765
6623,fimbulwinter,e.williambrown fantasy fantasy fimbulwinter,1.8184999999999998
6624,love in lingerie,alessandratorre romance romance love in lingerie,1.565
6625,reckless,baileybradford romance paranormal reckless,1.412
6626,unacceptable risk,kajeharper romance fantasy unacceptable risk,1.553
6627,the hunter,l.j.smith youngadult fantasy the hunter,1.514
6628,fearscape,neniacampbell youngadult dark fearscape,1.241
6629,slow burn,autumnjoneslake romance romance slow burn,1.7389999999999999
6630,the lodestar of ys,amyraedurreson fantasy romance the lodestar of ys,1.6005
6631,zero sum,b.justinshier fantasy fantasy zero sum,1.72
6632,taken,m.a.church romance sciencefiction taken,1.3519999999999999
6633,lover unleashed,j.r.ward fantasy romance lover unleashed,1.9295
6634,into the shadow,christinadodd romance fantasy into the shadow,1.6510000000000002
6635,soldier mine,amberkell romance sciencefiction soldier mine,1.3935
6636,a thread of deepest black,finnmarlowe romance erotica a thread of deepest black,1.3054999999999999
6637,standing in the shadows,shannonmckenna romance romance standing in the shadows,1.6285000000000003
6638,king's conquest,valentinaheart fantasy romance king's conquest,1.0614999999999999
6639,just my luck,gailkoger sciencefiction sciencefiction just my luck,1.46
6640,devil's embrace,catherinecoulter romance romance devil's embrace,1.4395000000000002
6641,claiming the courtesan,annacampbell romance romance claiming the courtesan,1.291
6642,the house in the night,susanmarieswanson childrens childrens the house in the night,1.4115
6643,the girls in the garden,lisajewell mystery fiction the girls in the garden,1.226
6644,the surrender tree: poems of cuba's struggle for freedom,margaritaengle poetry historical the surrender tree: poems of cuba's struggle for freedom,1.542
6645,godhunter,amysumida fantasy fantasy godhunter,1.6315
6646,moonlight becomes you,pipervaughn romance contemporary moonlight becomes you,1.3849999999999998
6647,payback,jordancastilloprice romance paranormal payback,1.4295
6648,bound by honor,s.e.jakes romance erotica bound by honor,1.4625000000000001
6649,true of heart,m.l.rhodes fantasy romance true of heart,1.3275000000000001
6650,marked,joelyskye romance fantasy marked,1.0255
6651,primal passions,stephanihecht romance paranormal primal passions,1.3155000000000001
6652,gives light,rosechristo romance youngadult gives light,1.876
6653,thirty days,shaylakersten erotica romance thirty days,1.1720000000000002
6654,the mark of an alpha,kimdare romance erotica the mark of an alpha,1.1595
6655,spearwood,a.s.oren polyamorous fantasy spearwood,1.242
6656,tradition be damned,rebeccaroyce polyamorous fantasy tradition be damned,1.449
6657,a couple of boys have the best week ever,marlafrazee childrens childrens a couple of boys have the best week ever,1.5379999999999998
6658,elements of mischief,tatejames polyamorous fantasy elements of mischief,1.484
6659,old bear,kevinhenkes childrens childrens old bear,1.649
6660,a marked man,sandrinegasq-dion romance romance a marked man,1.5745
6661,a caress of twilight,laurellk.hamilton fantasy fantasy a caress of twilight,1.6030000000000002
6662,blood sense,conniesuttle paranormal fantasy blood sense,1.7305000000000001
6663,moxie,c.m.stunich polyamorous romance moxie,1.785
6664,unexpected mate,tonigriffin romance paranormal unexpected mate,1.224
6665,pain,janewashington polyamorous fantasy pain,1.977
6666,emmy and the incredible shrinking rat,lynnejonell fantasy fiction emmy and the incredible shrinking rat,1.38
6667,meeting sang: victor,c.l.stone polyamorous youngadult meeting sang: victor,2.0125
6668,bad company,k.a.mitchell romance romance bad company,1.1955
6669,maverick's mate,lynnhagen romance fantasy maverick's mate,1.3810000000000002
6670,twelve sharp,janetevanovich mystery fiction twelve sharp,1.669
6671,the dead and the gone,susanbethpfeffer youngadult sciencefiction the dead and the gone,1.375
6672,the tea planter's wife,dinahjefferies historical fiction the tea planter's wife,1.2934999999999999
6673,the seer of shadows,avi historical fantasy the seer of shadows,1.2325
6674,prey,andreaspeed romance fantasy prey,1.5699999999999998
6675,the evolution of mara dyer,michellehodkin youngadult fantasy the evolution of mara dyer,1.8664999999999998
6676,bound by blood,jourdanlane romance paranormal bound by blood,1.3505
6677,"white sands, red menace","ellenklages historical youngadult white sands, red menace",1.496
6678,the house you pass on the way,jacquelinewoodson youngadult lgbt the house you pass on the way,1.4355
6679,a thousand naked strangers: a paramedic's wild ride to the edge and back,kevinhazzard nonfiction autobiography a thousand naked strangers: a paramedic's wild ride to the edge and back,1.43
6680,greetings from nowhere,barbarao'connor realisticfiction childrens greetings from nowhere,1.442
6681,the last one,alexandraoliva fiction sciencefiction the last one,1.1239999999999999
6682,vega,autumnreed polyamorous romance vega,1.9615
6683,the hooker and the hermit,l.h.cosway romance sportsandgames the hooker and the hermit,1.5710000000000002
6684,trouble,garyd.schmidt youngadult realisticfiction trouble,1.543
6685,keeping score,lindasuepark historical sportsandgames keeping score,1.4235
6686,try,ellafrank romance romance try,1.865
6687,studio sex,lizamarklund mystery mystery studio sex,1.024
6688,the rules for hearts,sararyan youngadult lgbt the rules for hearts,1.186
6689,death angels,åkeedwardson mystery mystery death angels,1.074
6690,trapped,michaelnorthrop youngadult adventure trapped,0.8155000000000001
6691,academy of assassins,staceybrutger polyamorous fantasy academy of assassins,1.83
6692,the vault,andersroslund mystery thriller the vault,1.207
6693,heaven,jetmykles romance romance heaven,1.4264999999999999
6694,sjöjungfrun,camillaläckberg mystery mystery sjöjungfrun,1.4045
6695,the girl from venice,martincruzsmith historical fiction the girl from venice,1.1035
6696,diamond willow,helenfrost poetry youngadult diamond willow,1.5055
6697,harbor,johnajvidelindqvist horror fiction harbor,1.3064999999999998
6698,my one hundred adventures,pollyhorvath fiction youngadult my one hundred adventures,1.1165
6699,missing,karinalvtegen mystery fiction missing,1.1179999999999999
6700,the glass devil,helenetursten mystery fiction the glass devil,1.2715
6701,"blue hat, green hat","sandraboynton childrens childrens blue hat, green hat",1.81
6702,no one needs to know,amandagrace lgbt youngadult no one needs to know,1.152
6703,under the lights,dahliaadler contemporary lgbt under the lights,1.2825
6704,shooting the moon,franceso'roarkdowell realisticfiction childrens shooting the moon,1.252
6705,misterioso,arnedahl mystery mystery misterioso,1.1885
6706,want to go private?,sarahdarerlittman youngadult realisticfiction want to go private?,1.4905000000000002
6707,waiting for normal,leslieconnor realisticfiction youngadult waiting for normal,1.6360000000000001
6708,every soul a star,wendymass realisticfiction youngadult every soul a star,1.7149999999999999
6709,journal 64,jussiadler-olsen mystery thriller journal 64,1.5630000000000002
6710,stupid fast,geoffherbach youngadult sportsandgames stupid fast,1.402
6711,darktown,thomasmullen historical mystery darktown,1.479
6712,like mandarin,kirstenhubbard youngadult contemporary like mandarin,1.2015
6713,the penderwicks on gardam street,jeannebirdsall fiction childrens the penderwicks on gardam street,1.8599999999999999
6714,the plan,qwensalsbury romance romance the plan,1.0875
6715,savvy,ingridlaw fantasy youngadult savvy,1.5505
6716,becoming alpha,aileenerin fantasy youngadult becoming alpha,1.7344999999999997
6717,operation napoleon,arnaldurindriðason thriller mystery operation napoleon,1.1395
6718,between,jessicawarman youngadult fantasy between,1.441
6719,my beating teenage heart,c.k.kellymartin youngadult contemporary my beating teenage heart,1.095
6720,blackwater,kerstinekman mystery fiction blackwater,1.1045
6721,finding anna,c.c.masters polyamorous fantasy finding anna,1.7344999999999997
6722,notes from an accidental band geek,erindionne youngadult realisticfiction notes from an accidental band geek,1.4895
6723,the inspector and silence,håkannesser fiction europeanliterature the inspector and silence,1.1925000000000001
6724,mona lisa awakening,sunny fantasy romance mona lisa awakening,1.4260000000000002
6725,my soul to take,yrsasigurðardóttir mystery mystery my soul to take,1.2654999999999998
6726,skim,marikotamaki sequentialart youngadult skim,1.274
6727,broken,karinfossum fiction mystery broken,1.1105
6728,my fair princess,vanessakelly romance romance my fair princess,1.341
6729,when the dead come a knockin',b.l.brunnemer polyamorous fantasy when the dead come a knockin',2.2075
6730,spoiled,heathercocks youngadult fiction spoiled,1.158
6731,the darkest room,johantheorin mystery mystery the darkest room,1.3435
6732,fat angie,e.e.charlton-trujillo youngadult lgbt fat angie,1.1424999999999998
6733,dragon marked,jaymineve fantasy fantasy dragon marked,1.8024999999999998
6734,the black path,åsalarsson mystery mystery the black path,1.2850000000000001
6735,chasing lady amelia,mayarodale romance romance chasing lady amelia,1.252
6736,the princess of burundi,kjelleriksson mystery fiction the princess of burundi,0.9315
6737,the summer i learned to fly,danareinhardt youngadult realisticfiction the summer i learned to fly,1.2265
6738,saving francesca,melinamarchetta youngadult contemporary saving francesca,1.5785
6739,this earl is on fire,viviennelorret romance romance this earl is on fire,1.408
6740,keeping my pack,lanewhitt polyamorous fantasy keeping my pack,1.7005
6741,when a marquis chooses a bride,ellaquinn romance romance when a marquis chooses a bride,1.48
6742,double clutch,lizreinhardt youngadult romance double clutch,1.274
6743,of fire and stars,audreycoulthurst fantasy youngadult of fire and stars,1.252
6744,when it happens,susanecolasanti youngadult romance when it happens,1.2654999999999998
6745,if i tell,janetgurtler youngadult contemporary if i tell,1.2565
6746,bunheads,sophieflack youngadult contemporary bunheads,1.246
6747,wildthorn,janeeagland historical youngadult wildthorn,1.1375
6748,snow angels,jamesthompson mystery fiction snow angels,1.185
6749,georgia peaches and other forbidden fruit,jayerobinbrown lgbt youngadult georgia peaches and other forbidden fruit,1.3595
6750,the pyramid: and four other kurt wallander mysteries,henningmankell mystery mystery the pyramid: and four other kurt wallander mysteries,1.3824999999999998
6751,bitter end,jenniferbrown youngadult realisticfiction bitter end,1.4989999999999999
6752,the son,jonesbø mystery mystery the son,1.5825
6753,the one that i want,jenniferechols youngadult romance the one that i want,1.3090000000000002
6754,playing hurt,hollyschindler youngadult contemporary playing hurt,1.2774999999999999
6755,the bermudez triangle,maureenjohnson youngadult lgbt the bermudez triangle,1.1905000000000001
6756,tell me again how a crush should feel,sarafarizan lgbt youngadult tell me again how a crush should feel,1.3995
6757,murder boogies with elvis,annegeorge mystery mystery murder boogies with elvis,1.892
6758,blue is the warmest color,juliemaroh sequentialart sequentialart blue is the warmest color,1.4725
6759,the hypnotist,larskepler mystery thriller the hypnotist,1.2785
6760,shop till you drop,elaineviets mystery mystery shop till you drop,1.2495
6761,the darling dahlias and the cucumber tree,susanwittigalbert mystery mystery the darling dahlias and the cucumber tree,1.3014999999999999
6762,sean griswold's head,lindseyleavitt youngadult romance sean griswold's head,1.308
6763,highland spitfire,marywine romance romance highland spitfire,1.43
6764,the killings at badger's drift,carolinegraham mystery mystery the killings at badger's drift,1.469
6765,a shot in the bark,c.a.newsome mystery mystery a shot in the bark,1.2835
6766,forbidden,beverlyjenkins romance romance forbidden,1.762
6767,perdido street station,chinamiéville fantasy sciencefiction perdido street station,1.4715
6768,the gravity between us,kristenzimmer lgbt romance the gravity between us,1.3935
6769,her wicked proposal,laurensmith romance historical her wicked proposal,1.5725
6770,where i belong,gwendolynheasley youngadult romance where i belong,1.246
6771,the boyfriend thief,shananorris youngadult romance the boyfriend thief,1.2885
6772,the probability of miracles,wendywunder youngadult contemporary the probability of miracles,1.435
6773,accidentally compromising the duke,stacyreid romance historical accidentally compromising the duke,1.653
6774,he's so not worth it,kieranscott youngadult romance he's so not worth it,1.48
6775,temptations of a wallflower,evaleigh romance romance temptations of a wallflower,1.135
6776,the dead cat bounce,sarahgraves mystery mystery the dead cat bounce,1.235
6777,hooked on murder,bettyhechtman mystery mystery hooked on murder,1.2309999999999999
6778,'til death do us part,amandaquick romance romance 'til death do us part,1.3885
6779,murder past due,mirandajames mystery mystery murder past due,1.4649999999999999
6780,louisiana longshot,janadeleon mystery mystery louisiana longshot,1.8515000000000001
6781,the highlander,kerriganbyrne romance romance the highlander,1.6894999999999998
6782,the body in the belfry,katherinehallpage mystery mystery the body in the belfry,1.162
6783,will's true wish,graceburrowes romance romance will's true wish,1.3895000000000002
6784,forge of darkness,stevenerikson fantasy fantasy forge of darkness,1.799
6785,the judging eye,r.scottbakker fantasy fantasy the judging eye,1.4945
6786,the alpine advocate,marydaheim mystery mystery the alpine advocate,1.2615
6787,too many crooks spoil the broth,tamarmyers mystery mystery too many crooks spoil the broth,1.162
6788,the quick and the thread,amandalee mystery mystery the quick and the thread,1.464
6789,"into the silence: the great war, mallory and the conquest of everest","wadedavis history nonfiction into the silence: the great war, mallory and the conquest of everest",1.8125
6790,a crafty killing,lorrainebartlett mystery mystery a crafty killing,1.4394999999999998
6791,the rogue,katharineashe romance romance the rogue,1.2309999999999999
6792,oorlog en terpentijn,stefanhertmans fiction historical oorlog en terpentijn,1.4249999999999998
6793,life class,patbarker fiction historical life class,1.238
6794,how the duke was won,lenorabell romance romance how the duke was won,1.419
6795,fundraising the dead,sheilaconnolly mystery mystery fundraising the dead,1.225
6796,birds without wings,louisdebernières historical fiction birds without wings,1.6595
6797,night of the living deed,e.j.copperman mystery mystery night of the living deed,1.4065
6798,the long quiche goodbye,averyaames mystery mystery the long quiche goodbye,1.2225
6799,the red knight,milescameron fantasy fantasy the red knight,1.7734999999999999
6800,infidel,teddekker fantasy christianfiction infidel,1.5859999999999999
6801,grace under pressure,juliehyzy mystery mystery grace under pressure,1.4649999999999999
6802,the first casualty,benelton fiction historical the first casualty,1.3605
6803,homeland,r.a.salvatore fantasy dungeonsanddragons homeland,1.8395000000000001
6804,merlin,stephenr.lawhead fantasy fiction merlin,1.6115
6805,books can be deceiving,jennmckinlay mystery mystery books can be deceiving,1.4554999999999998
6806,arena,karenhancock fantasy christianfiction arena,1.737
6807,the warden and the wolf king,andrewpeterson fantasy fiction the warden and the wolf king,2.3225
6808,the vanishing sculptor,donitak.paul fantasy youngadult the vanishing sculptor,1.576
6809,europe's last summer: who started the great war in 1914?,davidfromkin history nonfiction europe's last summer: who started the great war in 1914?,1.594
6810,the oath,franke.peretti fiction christian the oath,1.6615
6811,the absolutist,johnboyne historical fiction the absolutist,1.6760000000000002
6812,the pity of war: explaining world war i,niallferguson history nonfiction the pity of war: explaining world war i,1.3555000000000001
6813,the war that ended peace: the road to 1914,margaretmacmillan history nonfiction the war that ended peace: the road to 1914,1.7494999999999998
6814,dreadnought,robertk.massie history nonfiction dreadnought,1.802
6815,the bones of makaidos,bryandavis fantasy christian the bones of makaidos,1.947
6816,catastrophe 1914: europe goes to war,maxhastings history nonfiction catastrophe 1914: europe goes to war,1.7065000000000001
6817,kingdom's dawn,chuckblack fantasy christian kingdom's dawn,1.628
6818,a very long engagement,sébastienjaprisot historical fiction a very long engagement,1.4495
6819,dead wake: the last crossing of the lusitania,eriklarson nonfiction history dead wake: the last crossing of the lusitania,1.6055000000000001
6820,war horse,michaelmorpurgo historical fiction war horse,1.708
6821,"a world undone: the story of the great war, 1914 to 1918","g.j.meyer history nonfiction a world undone: the story of the great war, 1914 to 1918",1.8690000000000002
6822,"to end all wars: a story of loyalty and rebellion, 1914-1918","adamhochschild history nonfiction to end all wars: a story of loyalty and rebellion, 1914-1918",1.7599999999999998
6823,chickens to the rescue,johnhimmelman childrens childrens chickens to the rescue,1.6360000000000001
6824,the duckling gets a cookie!?,mowillems childrens childrens the duckling gets a cookie!?,2.009
6825,king bidgood's in the bathtub,audreywood childrens childrens king bidgood's in the bathtub,1.8455
6826,dinosaur vs. bedtime,bobshea childrens animals dinosaur vs. bedtime,1.5554999999999999
6827,"go away, big green monster!","edemberley childrens childrens go away, big green monster!",1.7725
6828,where is the green sheep?,memfox childrens childrens where is the green sheep?,1.7760000000000002
6829,jamberry,brucedegen childrens childrens jamberry,1.8525
6830,i stink!,katemcmullan childrens childrens i stink!,1.498
6831,there was an old lady who swallowed a fly,simmstaback childrens childrens there was an old lady who swallowed a fly,1.8099999999999998
6832,officer buckle and gloria,peggyrathmann childrens childrens officer buckle and gloria,1.7955
6833,the pout-pout fish,deborahdiesen childrens childrens the pout-pout fish,1.859
6834,duck on a bike,davidshannon childrens childrens duck on a bike,1.7075
6835,"bark, george","julesfeiffer childrens childrens bark, george",1.804
6836,skippyjon jones,judyschachner childrens childrens skippyjon jones,1.854
6837,winters' snow,carriehopefletcher romance shortstories winters' snow,1.4460000000000002
6838,wilde like me,louisepentland womensfiction fiction wilde like me,1.3345
6839,justin bieber: just getting started,justinbieber nonfiction seetopshelves… justin bieber: just getting started,2.226
6840,username: regenerated,joesugg sequentialart sequentialart username: regenerated,1.44
6841,secrets for the mad,dodieclark nonfiction health secrets for the mad,1.999
6842,zenith,sashaalsberg sciencefiction youngadult zenith,0.663
6843,adultolescence,gabbiehanna poetry youngadult adultolescence,1.135
6844,girl online going solo,zoesugg youngadult contemporary girl online going solo,1.451
6845,buffering: unshared tales of a life fully loaded,hannahhart nonfiction autobiography buffering: unshared tales of a life fully loaded,1.8395000000000001
6846,it gets worse: a collection of essays,shanedawson nonfiction humor it gets worse: a collection of essays,1.9090000000000003
6847,grace & style: the art of pretending you have it,gracehelbig nonfiction humor grace & style: the art of pretending you have it,1.433
6848,how to be a bawse: a guide to conquering life,lillysingh nonfiction selfhelp how to be a bawse: a guide to conquering life,1.687
6849,a work in progress,connorfranta nonfiction autobiography a work in progress,1.9209999999999998
6850,to the bright edge of the world,eowynivey historical fiction to the bright edge of the world,1.669
6851,stars over sunset boulevard,susanmeissner historical fiction stars over sunset boulevard,1.3940000000000001
6852,ophelia,lisam.klein historical youngadult ophelia,1.241
6853,madapple,christinameldrum youngadult fiction madapple,0.822
6854,never cry werewolf,heatherdavis shapeshifters youngadult never cry werewolf,1.1495
6855,cryptic cravings,ellenschreiber paranormal youngadult cryptic cravings,1.6909999999999998
6856,jealousy,lilist.crow youngadult paranormal jealousy,1.6749999999999998
6857,anastasia's secret,susannedunlap historical youngadult anastasia's secret,1.0375
6858,guardian of the gate,michellezink fantasy youngadult guardian of the gate,1.2865
6859,car wash,shawnlane romance contemporary car wash,0.9375
6860,the atomic weight of love,elizabethj.church fiction historical the atomic weight of love,1.436
6861,a tyranny of petticoats,jessicaspotswood historical shortstories a tyranny of petticoats,1.3784999999999998
6862,the last days of night,grahammoore historical fiction the last days of night,1.658
6863,hard fall,jamesbuchanan romance erotica hard fall,1.4104999999999999
6864,victoria,daisygoodwin historical historical victoria,1.3050000000000002
6865,the other einstein,mariebenedict historical fiction the other einstein,1.2690000000000001
6866,mr. darcy’s noble connections: a pride & prejudice variation (paperback),abigailreynolds romance historical mr. darcy’s noble connections: a pride & prejudice variation (paperback),1.4215
6867,a weekend with mr. darcy,victoriaconnelly womensfiction romance a weekend with mr. darcy,1.02
6868,the muse,jessieburton historical fiction the muse,1.2655
6869,titans,leilameacham historical fiction titans,1.5274999999999999
6870,bound and determined,janedavitt erotica romance bound and determined,1.452
6871,belgravia,julianfellowes historical fiction belgravia,1.2385000000000002
6872,"the matters at mansfield: or, the crawford affair","carriebebris mystery historical the matters at mansfield: or, the crawford affair",1.3215000000000001
6873,i'll see you in paris,michellegable historical fiction i'll see you in paris,1.1544999999999999
6874,altered heart,katesteele romance fantasy altered heart,1.129
6875,fates and traitors,jenniferchiaverini historical fiction fates and traitors,1.3275000000000001
6876,at the edge of summer,jessicabrockmole historical fiction at the edge of summer,1.469
6877,rare objects,kathleentessaro historical fiction rare objects,1.4055
6878,georgiana darcy's diary: jane austen's pride and prejudice continued,annaelliott historical romance georgiana darcy's diary: jane austen's pride and prejudice continued,1.2690000000000001
6879,the last painting of sara de vos,dominicsmith historical fiction the last painting of sara de vos,1.3824999999999998
6880,rude awakenings of a jane austen addict,laurievierarigler womensfiction fiction rude awakenings of a jane austen addict,0.838
6881,brisingr,christopherpaolini fantasy youngadult brisingr,1.581
6882,the return of the witch,paulabrackston fantasy historical the return of the witch,1.322
6883,the royal nanny,karenharper historical fiction the royal nanny,1.3775
6884,the other mr. darcy,monicafairview romance historical the other mr. darcy,1.225
6885,enthusiasm,pollyshulman youngadult romance enthusiasm,1.3335
6886,the gilded years,karintanabe historical fiction the gilded years,1.3655
6887,lost among the living,simonest.james historical mystery lost among the living,1.46
6888,marlene,c.w.gortner historical fiction marlene,1.4945
6889,a certain age,beatrizwilliams historical fiction a certain age,1.2725
6890,darcy's passions: pride and prejudice retold through his eyes,reginajeffers romance historical darcy's passions: pride and prejudice retold through his eyes,1.119
6891,the girl from the savoy,hazelgaynor historical fiction the girl from the savoy,1.4529999999999998
6892,"katherine of aragon, the true queen","alisonweir historical fiction katherine of aragon, the true queen",1.6164999999999998
6893,undercurrent,triciarayburn youngadult fantasy undercurrent,1.2325000000000002
6894,prada & prejudice,mandyhubbard youngadult romance prada & prejudice,1.1205
6895,mr. darcy's daughters,elizabethaston historical fiction mr. darcy's daughters,0.8115
6896,"mermaid melody: pichi pichi pitch, vol. 1","pinkhanamori sequentialart fantasy mermaid melody: pichi pichi pitch, vol. 1",1.6600000000000001
6897,pride & popularity,jennijames youngadult romance pride & popularity,1.335
6898,lullaby,amandahocking fantasy youngadult lullaby,1.4505
6899,mata hari's last dance,michellemoran historical fiction mata hari's last dance,1.3085
6900,sisi: empress on her own,allisonpataki historical fiction sisi: empress on her own,1.4445000000000001
6901,the forgotten room,karenwhite historical fiction the forgotten room,1.515
