,book_title,text,numerical
3863,disasterology 101,taylorv.donovan romance contemporary disasterology 101,1.6285
3864,slam!,j.l.merrow romance contemporary slam!,1.2115
3865,brothers of the wild north sea,harperfox romance historical brothers of the wild north sea,1.6494999999999997
3866,the lion and the crow,elieaston historical romance the lion and the crow,1.52
3867,love lessons,heidicullinan romance romance love lessons,1.559
3868,an unlocked heart,k.c.wells erotica romance an unlocked heart,1.524
3869,keeping sweets,cateashwood romance contemporary keeping sweets,1.263
3870,threshold,jordanl.hawk historical romance threshold,1.787
3871,bad attitude,k.a.mitchell romance contemporary bad attitude,1.2225
3872,bound for keeps,s.e.jakes romance erotica bound for keeps,1.5675
3873,bloodshot,cheriepriest fantasy paranormal bloodshot,1.1615
3874,the stepsister scheme,jimc.hines fantasy fantasy the stepsister scheme,1.3555000000000001
3875,cinnamon and gunpowder,elibrown historical fiction cinnamon and gunpowder,1.4665
3876,bitter greens,kateforsyth historical fantasy bitter greens,1.5979999999999999
3877,a casual weekend thing,a.j.thomas romance mystery a casual weekend thing,1.614
3878,safeword,a.j.rose erotica romance safeword,1.8625
3879,fettered,lyngala erotica romance fettered,1.526
3880,lost won,s.e.culpepper romance war lost won,1.5545
3881,aftermath,caradee romance dark aftermath,1.6505
3882,the summer queen,elizabethchadwick historical historical the summer queen,1.7040000000000002
3883,the iron hunt,marjoriem.liu fantasy fantasy the iron hunt,1.2965
3884,the good boy,lisahenry erotica romance the good boy,1.4995
3885,"play me, i'm yours","madisonparker romance youngadult play me, i'm yours",1.5775000000000001
3886,six ways from sunday,mercyceleste romance sportsandgames six ways from sunday,1.491
3887,geist,philippaballantine fantasy sciencefiction geist,1.237
3888,glitterland,alexishall romance romance glitterland,1.7614999999999998
3889,a boy and his dragon,r.cooper romance fantasy a boy and his dragon,1.3495000000000001
3890,santa olivia,jacquelinecarey fantasy fantasy santa olivia,1.5390000000000001
3891,into this river i drown,t.j.klune romance fantasy into this river i drown,1.94
3892,on basilisk station,davidweber sciencefiction space on basilisk station,1.7344999999999997
3893,social skills,saraalva romance romance social skills,1.5345
3894,dawn,octaviae.butler sciencefiction fiction dawn,1.7394999999999998
3895,the current between us,kindlealexander romance contemporary the current between us,1.7479999999999998
3896,dirty magic,jayewells fantasy fantasy dirty magic,1.3175000000000001
3897,strength of the pack,kendallmckenna romance fantasy strength of the pack,1.6775
3898,the winter ghosts,katemosse historical fiction the winter ghosts,0.9849999999999999
3899,un lun dun,chinamiéville fantasy youngadult un lun dun,1.3665000000000003
3900,huntress,malindalo fantasy youngadult huntress,1.2790000000000001
3901,wolfblade,jenniferfallon fantasy fantasy wolfblade,1.6260000000000001
3902,too stupid to live,annetenino romance romance too stupid to live,1.4035
3903,spider's bite,jenniferestep fantasy fantasy spider's bite,1.5245
3904,arrows of the queen,mercedeslackey fantasy fiction arrows of the queen,1.6875
3905,touch & geaux,abigailroux romance romance touch & geaux,2.059
3906,remember me,christopherpike youngadult horror remember me,1.5410000000000001
3907,riveted,meljeanbrook sciencefiction romance riveted,1.5394999999999999
3908,the small hand,susanhill horror fiction the small hand,1.0385
3909,cold magic,kateelliott fantasy sciencefiction cold magic,1.2970000000000002
3910,the haunting of maddy clare,simonest.james romance mystery the haunting of maddy clare,1.4794999999999998
3911,polgara the sorceress,davideddings fantasy fiction polgara the sorceress,1.6735000000000002
3912,juniper,monicafurlong fantasy youngadult juniper,1.7385000000000002
3913,blood feud,alyxandraharvey paranormal youngadult blood feud,1.7005
3914,cordelia's honor,loismcmasterbujold sciencefiction fiction cordelia's honor,1.9165
3915,hounded,kevinhearne fantasy fantasy hounded,1.7574999999999998
3916,defiance,lilist.crow youngadult paranormal defiance,1.702
3917,deadly little games,lauriefariastolarz youngadult fantasy deadly little games,1.5630000000000002
3918,wait till helen comes,marydowninghahn horror youngadult wait till helen comes,1.697
3919,dark matter,michellepaver horror fiction dark matter,1.6635
3920,the haunted,jessicaverday youngadult fantasy the haunted,1.641
3921,scary stories to tell in the dark,alvinschwartz horror shortstories scary stories to tell in the dark,1.6955
3922,son of the shadows,julietmarillier fantasy romance son of the shadows,1.8664999999999998
3923,nevermore,kellycreagh youngadult fantasy nevermore,1.4335
3924,insider,micaleasmeltzer youngadult shapeshifters insider,1.7455
3925,here,ellajames youngadult fantasy here,1.3115
3926,catching jordan,mirandakenneally youngadult romance catching jordan,1.4224999999999999
3927,refuge,karenlynch fantasy fantasy refuge,2.149
3928,what the heart wants,kellimccracken romance fantasy what the heart wants,1.3735
3929,the mercy of thin air,ronlyndomingue fiction historical the mercy of thin air,1.363
3930,flu: the story of the great influenza pandemic of 1918 and the search for the virus that caused it,ginakolata nonfiction history flu: the story of the great influenza pandemic of 1918 and the search for the virus that caused it,1.442
3931,five days at memorial: life and death in a storm-ravaged hospital,sherifink nonfiction history five days at memorial: life and death in a storm-ravaged hospital,1.447
3932,the physician,noahgordon historical fiction the physician,1.8995000000000002
3933,"working stiff: two years, 262 bodies, and the making of a medical examiner","judymelinek nonfiction science working stiff: two years, 262 bodies, and the making of a medical examiner",1.7599999999999998
3934,mistress of the art of death,arianafranklin historical mystery mistress of the art of death,1.537
3935,how doctors think,jeromegroopman health nonfiction how doctors think,1.4725
3936,how we die: reflections of life's final chapter,sherwinb.nuland nonfiction science how we die: reflections of life's final chapter,1.5935000000000001
3937,"a midwife's tale: the life of martha ballard, based on her diary, 1785-1812","laurelthatcherulrich history nonfiction a midwife's tale: the life of martha ballard, based on her diary, 1785-1812",1.553
3938,being mortal: medicine and what matters in the end,atulgawande nonfiction health being mortal: medicine and what matters in the end,2.0345
3939,my stroke of insight: a brain scientist's personal journey,jillboltetaylor nonfiction science my stroke of insight: a brain scientist's personal journey,1.4165
3940,phantoms in the brain: probing the mysteries of the human mind,v.s.ramachandran science psychology phantoms in the brain: probing the mysteries of the human mind,1.826
3941,brain on fire: my month of madness,susannahcahalan nonfiction autobiography brain on fire: my month of madness,1.614
3942,nightchaser,amandabouchet romance sciencefiction nightchaser,1.6115
3943,darkness embraced,tilliecole dark romance darkness embraced,2.1165000000000003
3944,the secret to dating your best friend's sister,meghanquinn romance romance the secret to dating your best friend's sister,1.8175
3945,tangled like us,kristaritchie newadult romance tangled like us,1.8980000000000001
3946,deal with the devil,meghanmarch romance contemporary deal with the devil,2.0445
3947,a younger man,camerondane romance contemporary a younger man,1.3665000000000003
3948,not his kiss to take,finnmarlowe romance erotica not his kiss to take,1.3655
3949,fifteen shades of gay (for pay),t.baggins romance erotica fifteen shades of gay (for pay),1.469
3950,a place without you,jewele.ann romance romance a place without you,2.026
3951,finding alexei,kendallryan sportsandgames romance finding alexei,1.5155
3952,taboo for you,anytasunday romance romance taboo for you,1.526
3953,room at the top,janedavitt erotica romance room at the top,1.347
3954,bayou dreams,lynnlorenz romance fantasy bayou dreams,1.168
3955,squire,jetmykles romance romance squire,1.479
3956,better than good,lanehayes romance romance better than good,1.4395000000000002
3957,the wedding planner,g.a.hauser romance gayromance the wedding planner,1.296
3958,the charlie factor,dianadericci romance contemporary the charlie factor,1.217
3959,just a bit obsessed,alessandrahazard romance romance just a bit obsessed,1.537
3960,pledge slave,evangelineanderson romance erotica pledge slave,1.1855
3961,unintended,m.j.o'shea romance romance unintended,1.408
3962,overnight sensation,sarinabowen romance sportsandgames overnight sensation,1.8225000000000002
3963,rescue me,scarletblackwell romance contemporary rescue me,1.0695
3964,a helping hand,shaylakersten romance gayromance a helping hand,1.0535
3965,"my roommate's a jock? well, crap!","wadekelly romance romance my roommate's a jock? well, crap!",1.219
3966,the kiss thief,l.j.shen romance contemporary the kiss thief,1.8809999999999998
3967,trust,ellafrank romance romance trust,1.9774999999999998
3968,touch me gently,j.r.loveless romance westerns touch me gently,1.207
3969,more than make-believe,tymberdalton romance gayromance more than make-believe,1.5625
3970,and call me in the morning,willaokati romance romance and call me in the morning,1.0695
3971,one small thing,pipervaughn romance romance one small thing,1.4705
3972,cop out,k.c.burn romance romance cop out,1.423
3973,with caution,j.l.langley romance fantasy with caution,1.6334999999999997
3974,the psychopath test: a journey through the madness industry,jonronson nonfiction psychology the psychopath test: a journey through the madness industry,1.4740000000000002
3975,the christmas shoppe,melodycarlson holiday christianfiction the christmas shoppe,1.331
3976,darker still,leannareneehieber youngadult fantasy darker still,1.101
3977,stolen songbird,daniellel.jensen fantasy youngadult stolen songbird,1.5030000000000001
3978,beast,pepperpace romance romance beast,1.7944999999999998
3979,radiance,gracedraven fantasy romance radiance,1.6894999999999998
3980,"my love story!!, vol. 1","kazunekawahara sequentialart romance my love story!!, vol. 1",1.859
3981,winter garden,adeleashworth romance romance winter garden,1.296
3982,firelight,kristencallihan romance fantasy firelight,1.483
3983,"sensual phrase, vol. 1","mayushinjō sequentialart romance sensual phrase, vol. 1",1.5615
3984,beauty and the beast,jennijames fantasy romance beauty and the beast,1.236
3985,"stepping on roses, vol. 1","rinkoueda sequentialart romance stepping on roses, vol. 1",1.7065000000000001
3986,"yurara, vol. 1","chikashiomi sequentialart fantasy yurara, vol. 1",1.5675
3987,when she said i do,celestebradley romance romance when she said i do,1.4104999999999999
3988,mistress to the beast,evevaughn romance romance mistress to the beast,1.275
3989,with this ring,amandaquick romance romance with this ring,1.447
3990,"love monster, vol. 1","rikomiyagi sequentialart romance love monster, vol. 1",1.6505
3991,dragon rose,christinepope fantasy romance dragon rose,1.3445
3992,ラストゲーム 1,shinobuamano sequentialart romance ラストゲーム 1,1.9820000000000002
3993,"shinobi life, vol. 01","shokoconami sequentialart romance shinobi life, vol. 01",1.694
3994,seeking persephone,sarahm.eden romance historical seeking persephone,1.7105000000000001
3995,beauty dates the beast,jessicasims romance fantasy beauty dates the beast,1.276
3996,日々蝶々 1,suumorishita sequentialart romance 日々蝶々 1,1.6275
3997,"tokyo mew mew a la mode, vol. 01","miaikumi sequentialart sequentialart tokyo mew mew a la mode, vol. 01",1.4184999999999999
3998,tapestry,karenranney romance romance tapestry,1.2810000000000001
3999,"kamichama karin, vol. 01","koge-donbo* sequentialart fantasy kamichama karin, vol. 01",1.6444999999999999
4000,theft of swords,michaelj.sullivan fantasy fiction theft of swords,1.8965
4001,orange 1,ichigotakano sequentialart romance orange 1,1.9780000000000002
4002,the shadow queen,c.j.redwine fantasy youngadult the shadow queen,1.2885
4003,trafficked: the diary of a sex slave,sibelhodge fiction sociology trafficked: the diary of a sex slave,1.326
4004,"wish, vol. 01","clamp sequentialart fantasy wish, vol. 01",1.5865
4005,beneath the scars,melaniemoreland romance romance beneath the scars,1.67
4006,a whisper of roses,teresamedeiros romance romance a whisper of roses,1.442
4007,"captive hearts, vol. 01","matsurihino sequentialart romance captive hearts, vol. 01",1.5705
4008,"hana to akuma, vol. 01","hisamuoto sequentialart romance hana to akuma, vol. 01",1.972
4009,the perils of pursuing a prince,julialondon romance romance the perils of pursuing a prince,1.3555000000000001
4010,depravity,m.j.haag fantasy romance depravity,1.626
4011,to pleasure a prince,sabrinajeffries romance romance to pleasure a prince,1.569
4012,暁のヨナ 1 [akatsuki no yona 1],mizuhokusanagi sequentialart fantasy 暁のヨナ 1 [akatsuki no yona 1],2.1415
4013,tether,annajarzab sciencefiction youngadult tether,1.402
4014,"cat street, vol. 1","yōkokamio sequentialart romance cat street, vol. 1",1.7125000000000001
4015,lord carew's bride,marybalogh romance romance lord carew's bride,1.436
4016,"happy hustle high, vol. 1","rietakada sequentialart romance happy hustle high, vol. 1",1.464
4017,"crimson hero, vol. 1","mitsubatakanashi sequentialart romance crimson hero, vol. 1",1.5725
4018,daughter of dusk,liviablackburne fantasy youngadult daughter of dusk,1.419
4019,the rose and the beast: fairy tales retold,francescaliablock fantasy youngadult the rose and the beast: fairy tales retold,1.3115
4020,between the sea and sky,jaclyndolamore fantasy mythology between the sea and sky,1.0045
4021,"goong: the royal palace, vol. 1","soheepark sequentialart manga goong: the royal palace, vol. 1",1.565
4022,"mixed vegetables, vol. 1","ayumikomura(小村あゆみ) sequentialart romance mixed vegetables, vol. 1",1.509
4023,seven nights in a rogue's bed,annacampbell romance romance seven nights in a rogue's bed,1.363
4024,"library wars: love & war, vol. 1","kiiroyumi sequentialart sequentialart library wars: love & war, vol. 1",1.6975
4025,the cold king,amberjaeger fantasy romance the cold king,1.336
4026,the vixen and the vet,katyregnery romance romance the vixen and the vet,1.7469999999999999
4027,penguin revolution: volume 1,sakuratsukuba sequentialart romance penguin revolution: volume 1,1.592
4028,beauty and the beast,k.m.shea fantasy romance beauty and the beast,1.7235
4029,"sand chronicles, vol. 1","hinakoashihara sequentialart romance sand chronicles, vol. 1",1.5455
4030,beauty and the beast,hannahhowell romance romance beauty and the beast,1.5514999999999999
4031,赤髪の白雪姫 1 [akagami no shirayukihime 1],sorataakizuki sequentialart romance 赤髪の白雪姫 1 [akagami no shirayukihime 1],1.9914999999999998
4032,trying to score,tonialeo sportsandgames romance trying to score,1.7014999999999998
4033,"strobe edge, vol. 1","iosakisaka sequentialart romance strobe edge, vol. 1",1.8245
4034,beast,donnajonapoli fantasy youngadult beast,1.0275
4035,ひるなかの流星 1 [hirunaka no ryuusei 1],mikayamamori sequentialart romance ひるなかの流星 1 [hirunaka no ryuusei 1],1.9600000000000002
4036,"aishiteruze baby, volume 1","yōkomaki sequentialart romance aishiteruze baby, volume 1",1.559
4037,masquerade,cambriahebert youngadult fantasy masquerade,1.5365000000000002
4038,beast,judithivory romance romance beast,1.137
4039,となりの怪物くん 1 [my little monster 1],robico sequentialart romance となりの怪物くん 1 [my little monster 1],1.871
4040,"happy cafe, vol. 1","koumatsuzuki sequentialart romance happy cafe, vol. 1",1.8624999999999998
4041,midnight angel,lisamarierice romance romance midnight angel,1.5545000000000002
4042,"suki-tte ii na yo, volume 1","kanaehazuki sequentialart manga suki-tte ii na yo, volume 1",1.8515
4043,belle: a retelling of beauty and the beast,camerondokey fantasy fantasy belle: a retelling of beauty and the beast,1.2555
4044,rules of entanglement,ginal.maxwell romance romance rules of entanglement,1.5615
4045,"love so life, vol. 1","kaedekouchi sequentialart romance love so life, vol. 1",2.0295
4046,キスよりも早く1 [kisu yorimo hayaku 1],mecatanaka romance sequentialart キスよりも早く1 [kisu yorimo hayaku 1],1.8744999999999998
4047,promise me darkness,paigeweaver newadult romance promise me darkness,1.6965000000000003
4048,beauty and the beast,waltdisneycompany childrens seetopshelves… beauty and the beast,1.9675000000000002
4049,playing for keeps,emmahart newadult romance playing for keeps,1.581
4050,"dawn of the arcana, vol. 01","reitoma sequentialart fantasy dawn of the arcana, vol. 01",1.8125
4051,beauty and the billionaire,jessicaclare romance romance beauty and the billionaire,1.5485000000000002
4052,what a boy wants,nyraedawn youngadult romance what a boy wants,1.2040000000000002
4053,"itazura na kiss, volume 1","kaorutada romance sequentialart itazura na kiss, volume 1",1.7295000000000003
4054,"we were there, vol. 1","yuukiobata sequentialart romance we were there, vol. 1",1.6455000000000002
4055,her best friend,sarahmayberry romance romance her best friend,1.1835
4056,falling for her fiance,cindimadsen romance contemporary falling for her fiance,1.2555
4057,it looked different on the model: epic tales of impending shame and infamy,laurienotaro humor nonfiction it looked different on the model: epic tales of impending shame and infamy,1.3335
4058,"hot gimmick, vol. 1","mikiaihara sequentialart romance hot gimmick, vol. 1",1.226
4059,texas destiny,lorraineheath romance romance texas destiny,1.5495
4060,shattered,elizabethlee romance newadult shattered,1.4285
4061,the scarlet contessa,jeannekalogridis historical cultural the scarlet contessa,1.3605
4062,"otomen, vol. 1","ayakanno sequentialart romance otomen, vol. 1",1.615
4063,a rose in winter,kathleene.woodiwiss romance romance a rose in winter,1.692
4064,first & then,emmamills youngadult contemporary first & then,1.5455
4065,hourglass,myramcentire youngadult fantasy hourglass,1.3095
4066,the orchard,theresaweir autobiography nonfiction the orchard,1.2265
4067,friendship bread,dariengee fiction womensfiction friendship bread,1.2715
4068,a perfect ten,lindakage newadult romance a perfect ten,1.825
4069,hunting lila,sarahalderson youngadult fantasy hunting lila,1.5150000000000001
4070,the beginning of after,jennifercastle youngadult contemporary the beginning of after,1.291
4071,touch,jusaccardo fantasy youngadult touch,1.3945000000000003
4072,a thousand nights,e.k.johnston fantasy youngadult a thousand nights,1.2334999999999998
4073,easy to love you,megansmith romance newadult easy to love you,1.698
4074,love me back,michellelynn romance newadult love me back,1.6115
4075,"beauty pop, vol. 1","kiyokoarai sequentialart romance beauty pop, vol. 1",1.793
4076,the daughter of siena,marinafiorato historical cultural the daughter of siena,1.2774999999999999
4077,when beauty tamed the beast,eloisajames romance romance when beauty tamed the beast,1.5205000000000002
4078,"beast master, vol. 1","kyousukemotomi sequentialart romance beast master, vol. 1",1.894
4079,the ghosts of heaven,marcussedgwick youngadult historical the ghosts of heaven,1.191
4080,fix you,maricarr romance romance fix you,1.4455
4081,the leftovers,tomperrotta fiction fantasy the leftovers,0.8755
4082,deadly cool,gemmahalliday mystery youngadult deadly cool,1.4104999999999999
4083,the bird sisters,rebeccarasmussen fiction historical the bird sisters,0.7925
4084,"sailor moon, vol. 1","naokotakeuchi sequentialart fantasy sailor moon, vol. 1",1.971
4085,the dinner,hermankoch fiction mystery the dinner,0.6219999999999999
4086,the white rose,amyewing fantasy youngadult the white rose,1.513
4087,the avery shaw experiment,kellyoram youngadult romance the avery shaw experiment,1.6310000000000002
4088,"dearly, departed","liahabel sciencefiction horror dearly, departed",1.374
4089,the kissing booth,bethreekles youngadult romance the kissing booth,0.9934999999999999
4090,bitter in the mouth,moniquetruong fiction contemporary bitter in the mouth,1.0205
4091,in the dark,richardlaymon horror fiction in the dark,1.3715
4092,crushed seraphim,debraanastasia paranormal fantasy crushed seraphim,1.365
4093,the great and secret show,clivebarker horror fantasy the great and secret show,1.6600000000000001
4094,still life with crows,douglaspreston thriller mystery still life with crows,1.702
4095,mistress shakespeare,karenharper historical fiction mistress shakespeare,1.259
4096,the uncoupling,megwolitzer fiction literaryfiction the uncoupling,0.5700000000000001
4097,becoming marie antoinette,julietgrey historical historical becoming marie antoinette,1.336
4098,our tragic universe,scarlettthomas fiction contemporary our tragic universe,0.9969999999999999
4099,cold cole heart,k.webster dark sociology cold cole heart,1.7894999999999999
4100,miracle on regent street,aliharris womensfiction holiday miracle on regent street,1.3625
4101,raising the stones,sheris.tepper sciencefiction fantasy raising the stones,1.5750000000000002
4102,a talent for war,jackmcdevitt sciencefiction fiction a talent for war,1.3165
4103,riding temptation,jaciburton romance adultfiction riding temptation,1.658
4104,alice i have been,melaniebenjamin historical fantasy alice i have been,1.209
4105,in rides trouble,julieannwalker romance romance in rides trouble,1.698
4106,before girl,katecanterbary romance romance before girl,1.7845
4107,they thirst,robertr.mccammon horror paranormal they thirst,1.56
4108,fall for me,annlister romance romance fall for me,1.681
4109,bulldozer,p.dangelico romance sportsandgames bulldozer,1.775
4110,tears of the broken,angelam.hudson paranormal fantasy tears of the broken,1.7560000000000002
4111,heroes die,matthewwoodringstover fantasy sciencefiction heroes die,1.647
4112,the bridge,iainbanks fiction fantasy the bridge,1.3519999999999999
4113,blind attraction,edensummers romance music blind attraction,1.5185
4114,the forge of god,gregbear sciencefiction fiction the forge of god,1.3995
4115,back in black,lorifoster romance romance back in black,1.6275
4116,the snowman,jonesbø mystery mystery the snowman,1.5434999999999999
4117,how about no,lanilynnvale romance contemporary how about no,2.0564999999999998
4118,ache for you,j.t.geissinger romance romance ache for you,1.721
4119,west of eden,harryharrison sciencefiction fantasy west of eden,1.3725
4120,seize me,crystalspears romance dark seize me,1.521
4121,time out,jillshalvis romance romance time out,1.5015
4122,the american heiress,daisygoodwin historical fiction the american heiress,0.975
4123,fourth and goal,jamidavenport sportsandgames contemporaryromance fourth and goal,1.5005
4124,the sisters brothers,patrickdewitt fiction westerns the sisters brothers,1.3519999999999999
4125,on the surface,katewilloughby sportsandgames romance on the surface,1.397
4126,the reality dysfunction,peterf.hamilton sciencefiction space the reality dysfunction,1.771
4127,real ugly,c.m.stunich romance newadult real ugly,1.4895
4128,knowing the score,katlatham romance sportsandgames knowing the score,1.3335
4129,game on,tracysolheim sportsandgames romance game on,1.5125
4130,hot property,carlyphillips romance contemporary hot property,1.5765000000000002
4131,rocked under,corahawkes newadult romance rocked under,1.442
4132,hardwired,walterjonwilliams sciencefiction sciencefiction hardwired,1.4155
4133,room for you,bethehemann romance sportsandgames room for you,1.8125
4134,love's rhythm,lexxiecouper romance music love's rhythm,1.1385
4135,the game of love,jeanettemurray sportsandgames romance the game of love,1.4740000000000002
4136,dirty sexy games,laurelinpaige romance romance dirty sexy games,1.8039999999999998
4137,only love,melanieharlow romance romance only love,1.7125
4138,misadventures with a professor,sierrasimone romance romance misadventures with a professor,1.6920000000000002
4139,the windup girl,paolobacigalupi sciencefiction fiction the windup girl,1.2885
4140,heartbreak warfare,heatherm.orgeron war romance heartbreak warfare,2.0700000000000003
4141,wicked whiskey love,melissafoster romance romance wicked whiskey love,1.9665
4142,icebreaker,deirdremartin romance sportsandgames icebreaker,1.3969999999999998
4143,wrath,robinwasserman youngadult romance wrath,1.4245
4144,chasing perfect,susanmallery romance romance chasing perfect,1.504
4145,not yet,lauraward newadult romance not yet,1.615
4146,tragic,devneyperry romance romance tragic,2.0164999999999997
4147,city of golden shadow,tadwilliams fantasy sciencefiction city of golden shadow,1.5175
4148,hominids,robertj.sawyer sciencefiction fiction hominids,1.37
4149,hate notes,vikeeland romance romance hate notes,1.814
4150,skin,b.b.easton romance newadult skin,2.0965
4151,china mountain zhang,maureenf.mchugh sciencefiction fiction china mountain zhang,1.4460000000000002
4152,a pound of flesh,sophiejackson romance newadult a pound of flesh,1.5505
4153,"gun, with occasional music","jonathanlethem fiction sciencefiction gun, with occasional music",1.2945
4154,strike zone,kateangell romance sportsandgames strike zone,1.5180000000000002
4155,one summer,karenrobards romance romance one summer,1.4715
4156,when gravity fails,georgealeceffinger sciencefiction sciencefiction when gravity fails,1.5005
4157,the truth about you and me,amandagrace newadult realisticfiction the truth about you and me,1.0275
4158,nocturne,andrearandall newadult romance nocturne,1.542
4159,rainbows end,vernorvinge sciencefiction fiction rainbows end,1.4635
4160,"oh, henry","mimijeanpamfiloff romance newadult oh, henry",1.564
4161,love lessons,jacquelinewilson childrens youngadult love lessons,1.1495
4162,pushing the limits,brookecumberland romance newadult pushing the limits,1.509
4163,eighteen: 18,j.a.huss newadult romance eighteen: 18,1.639
4164,the anubis gates,timpowers fantasy sciencefiction the anubis gates,1.4580000000000002
4165,what was she thinking? [notes on a scandal],zoëheller fiction contemporary what was she thinking? [notes on a scandal],1.1705
4166,better,s.walden newadult romance better,1.359
4167,the unrequited,saffrona.kent romance newadult the unrequited,1.787
4168,where you are,j.h.trumble romance lgbt where you are,1.6420000000000001
4169,deadline,chriscrutcher youngadult realisticfiction deadline,1.469
4170,black rainbow,j.j.mcavoy romance newadult black rainbow,1.7429999999999999
4171,scoring wilder,r.s.grey newadult romance scoring wilder,1.6335
4172,dark notes,pamgodwin dark erotica dark notes,1.787
4173,boy toy,barrylyga youngadult contemporary boy toy,1.5605
4174,drowning instinct,ilsaj.bick youngadult contemporary drowning instinct,1.4580000000000002
4175,when summer ends,isabellerae romance youngadult when summer ends,1.4785
4176,the beast in him,shellylaurenston fantasy romance the beast in him,1.853
4177,caught running,madeleineurban romance sportsandgames caught running,1.6524999999999999
4178,dark horse,katesherwood romance erotica dark horse,1.4945
4179,binding agreement,kyradavis romance adultfiction binding agreement,1.224
4180,he's the man,m.malone romance romance he's the man,1.577
4181,unlocked,mayacross erotica romance unlocked,1.5055
4182,restore me,j.l.mac romance newadult restore me,1.6640000000000001
4183,a love like this,kahlenaymes romance newadult a love like this,1.9249999999999998
4184,المرشد,أشرفالعشماوي novels seetopshelves… المرشد,1.7479999999999998
4185,the emerald talisman,brendapandos youngadult fantasy the emerald talisman,1.2930000000000001
4186,the warrior heir,cindawilliamschima fantasy youngadult the warrior heir,1.655
4187,أثقل من رضوى: مقاطع من سيرة ذاتية,radwaashour biography seetopshelves… أثقل من رضوى: مقاطع من سيرة ذاتية,1.5779999999999998
4188,the king of attolia,meganwhalenturner fantasy youngadult the king of attolia,1.8765
4189,313,amralgendy-عمروالجندي novels seetopshelves… 313,0.4295
4190,summer sunsets,mariarachelhooley youngadult romance summer sunsets,1.268
4191,you are special,maxlucado childrens childrens you are special,2.077
4192,after ben,conriley romance contemporary after ben,1.6055000000000001
4193,the hell you say,joshlanyon romance mystery the hell you say,1.73
4194,the student prince,fayjay romance fantasy the student prince,1.9040000000000001
4195,mexican heat,laurabaumbach romance romance mexican heat,1.452
4196,rough canvas,joeyw.hill erotica romance rough canvas,1.813
4197,all i want for christmas is a vampire,kerrelynsparks romance paranormal all i want for christmas is a vampire,1.8005
4198,"abby cooper, psychic eye","victorialaurie mystery fantasy abby cooper, psychic eye",1.5575
4199,curran,gordonandrews fantasy fantasy curran,1.7904999999999998
4200,the dragon who loved me,g.a.aiken fantasy fantasy the dragon who loved me,1.8675000000000002
4201,bite me if you can,lynsaysands romance romance bite me if you can,1.8225000000000002
4202,"ethan, who loved carter","ryanloveless romance contemporary ethan, who loved carter",1.6155
4203,a girl's guide to vampires,katiemacalister paranormal romance a girl's guide to vampires,1.3455
4204,"i'm the vampire, that's why","michelebardsley paranormal fantasy i'm the vampire, that's why",1.4905
4205,american sniper: the autobiography of the most lethal sniper in u.s. military history,chriskyle nonfiction biography american sniper: the autobiography of the most lethal sniper in u.s. military history,1.564
4206,third grave dead ahead,daryndajones fantasy fantasy third grave dead ahead,1.9845000000000002
4207,the wild blue: the men and boys who flew the b-24s over germany 1944-45,stephene.ambrose history nonfiction the wild blue: the men and boys who flew the b-24s over germany 1944-45,1.666
4208,the longest winter: the battle of the bulge and the epic story of world war ii's most decorated platoon,alexkershaw history nonfiction the longest winter: the battle of the bulge and the epic story of world war ii's most decorated platoon,1.7309999999999999
4209,"armageddon: the battle for germany, 1944-1945","maxhastings history nonfiction armageddon: the battle for germany, 1944-1945",1.825
4210,"the day of battle: the war in sicily and italy, 1943-1944","rickatkinson history nonfiction the day of battle: the war in sicily and italy, 1943-1944",1.9635
4211,in harm's way: the sinking of the u.s.s. indianapolis and the extraordinary story of its survivors,dougstanton history nonfiction in harm's way: the sinking of the u.s.s. indianapolis and the extraordinary story of its survivors,1.8845
4212,beyond band of brothers: the war memoirs of major dick winters,dickwinters history nonfiction beyond band of brothers: the war memoirs of major dick winters,1.8940000000000001
4213,jarhead : a marine's chronicle of the gulf war and other battles,anthonyswofford nonfiction war jarhead : a marine's chronicle of the gulf war and other battles,1.1255
4214,flyboys: a true story of courage,jamesd.bradley history nonfiction flyboys: a true story of courage,1.7614999999999998
4215,war,sebastianjunger nonfiction war war,1.7665
4216,1776,davidmccullough history nonfiction 1776,1.6615000000000002
4217,the last train from hiroshima: the survivors look back,charlespellegrino nonfiction science the last train from hiroshima: the survivors look back,1.58
4218,we were soldiers once... and young: ia drang - the battle that changed the war in vietnam,haroldg.moore history nonfiction we were soldiers once... and young: ia drang - the battle that changed the war in vietnam,1.943
4219,lone survivor: the eyewitness account of operation redwing and the lost heroes of seal team 10,marcusluttrell nonfiction war lone survivor: the eyewitness account of operation redwing and the lost heroes of seal team 10,1.999
4220,on killing: the psychological cost of learning to kill in war and society,davegrossman nonfiction psychology on killing: the psychological cost of learning to kill in war and society,1.7965
4221,takedown teague,shaysavage romance newadult takedown teague,1.322
4222,sacked,jenfrederick sportsandgames newadult sacked,1.5895000000000001
4223,"kick, push","jaymclean newadult romance kick, push",1.871
4224,dirty english,ilsamadden-mills romance newadult dirty english,1.5310000000000001
4225,the lieutenants,w.e.b.griffin fiction historical the lieutenants,1.8505
4226,hard love,meredithwild romance adultfiction hard love,1.9005
